site,lag,lag_sos,lag_mos,lag_dos,lag_eos,greenup_comp,senescence_comp,roi,veg,year,gvf_sos,gvf_mos,gvf_dos,gvf_eos,gcc_sos,gcc_mos,gcc_dos,gcc_eos,ndvi_sos,ndvi_mos,ndvi_dos,ndvi_eos,gvf_vs_gcc_div,gvf_vs_gcc_gap,gvf_vs_gcc_dtw,gvf_vs_ndvi_div,gvf_vs_ndvi_gap,gvf_vs_ndvi_dtw,gcc_vs_ndvi_div,gcc_vs_ndvi_gap,gcc_vs_ndvi_dtw
sevilletashrub,78.0,78.0,9.0,24.0,-39.0,1.0455,0.4651,sevilletashrub_SH_1000,SH,2024,83.0,221.0,236.0,276.0,80.0,212.0,212.0,298.0,5.0,212.0,212.0,315.0,1.1029368817754208,14.5,0.06722259606113506,2.7498176676913317,37.5,0.07124623911990315,1.681079987375521,23.0,0.038222844518378034
jernovel,45.0,45.0,43.0,43.0,-17.0,9.2857,0.7091,jernovel_SH_1000,SH,2024,47.0,177.0,231.0,348.0,115.0,129.0,189.0,354.0,2.0,134.0,188.0,365.0,2.976846596188067,41.0,0.04827516761663844,2.765266570833644,37.0,0.12240942797650124,2.4287045869565094,32.5,0.10727601552793793
harvardhemlock2,105.0,105.0,-28.0,6.0,-12.0,0.6146,0.8844,harvardhemlock2_EN_2000,EN,2024,107.0,166.0,200.0,353.0,65.0,161.0,188.0,361.0,2.0,194.0,194.0,365.0,1.2272904969806817,16.75,0.030861925552110377,2.8663661697757146,37.75,0.16993759834714292,2.0557784588448076,26.5,0.16292131598766485
jergrassland2,74.0,74.0,-60.0,-21.0,1.0,0.4031,0.9387,jergrassland2_XX_1000,XX,2024,76.0,128.0,167.0,366.0,2.0,131.0,135.0,347.0,2.0,188.0,188.0,365.0,2.429075096513242,32.0,0.14336081079895632,2.882859295517657,39.0,0.0971450098033713,2.368743337033086,32.0,0.08302905131880052
arsltarucbec1,-102.0,-102.0,23.0,25.0,-11.0,7.2857,0.4453,arsltarucbec1_AG_1000,AG,2024,56.0,209.0,251.0,312.0,160.0,181.0,191.0,328.0,158.0,186.0,226.0,323.0,3.7475827920390055,52.0,0.03329707775329085,2.912276220737707,40.25,0.037276220737707144,0.8769589503252331,11.75,0.03767323603951874
laclaflamme,-1.0,-1.0,89.0,-67.0,3.0,1.6232,1.175,laclaflamme_EN_1000,EN,2024,1.0,225.0,225.0,366.0,32.0,170.0,236.0,356.0,2.0,136.0,292.0,363.0,1.9904160192660152,26.75,0.07970173355172933,2.9249653628348224,40.0,0.06782250569196523,2.3507550895344447,31.75,0.08289794667730178
harvardfarmsouth,-112.0,-112.0,3.0,-8.0,42.0,10.1538,0.7533,harvardfarmsouth_DB_1000,DB,2024,21.0,153.0,225.0,338.0,130.0,143.0,146.0,296.0,133.0,150.0,233.0,296.0,4.325802546968156,60.0,0.040088261253870404,2.9749376768440197,41.25,0.028509105415447912,1.779625808970001,24.25,0.0474829518271438
harvardems2,-118.0,-118.0,-1.0,-26.0,20.0,8.9412,1.0357,harvardems2_DB_1000,DB,2024,1.0,153.0,204.0,349.0,124.0,141.0,206.0,346.0,119.0,154.0,230.0,329.0,2.5327950728986104,35.0,0.03279507289861053,2.989233294007914,41.25,0.04280472257934242,1.1085697412809628,14.75,0.05499831270953409
witnesstree,54.0,54.0,-41.0,-45.0,-23.0,3.7273,1.6716,witnesstree_DB_1000,DB,2024,107.0,148.0,230.0,342.0,126.0,137.0,249.0,316.0,53.0,189.0,275.0,365.0,1.3833118854264321,18.75,0.04402617114071785,3.08614798833161,40.75,0.17543370261732413,3.722485003222826,50.0,0.1510564317942541
grca1pj,-35.0,-35.0,-107.0,-29.0,1.0,0.0439,2.0444,grca1pj_EN_1000,EN,2024,3.0,13.0,182.0,366.0,17.0,245.0,261.0,351.0,38.0,120.0,211.0,365.0,6.226084682745579,85.0,0.15465611131700813,3.1500114744075804,43.0,0.078582902979009,3.828507248858785,52.5,0.07850724885878484
HARV,-119.0,-119.0,3.0,-39.0,15.0,12.6667,1.1789,NEON.D01.HARV.DP1.00033_DB_1000,DB,2024,1.0,153.0,204.0,349.0,128.0,140.0,211.0,334.0,120.0,150.0,243.0,334.0,2.9337202253874257,40.5,0.040863082530283014,3.1742469712267227,44.0,0.03138982836957981,0.9292296424435195,12.5,0.03637249958637654
dangermondjalama,2.0,2.0,1.0,-46.0,129.0,0.8936,3.2308,dangermondjalama_GR_1000,GR,2024,8.0,50.0,58.0,310.0,2.0,49.0,73.0,151.0,6.0,49.0,104.0,181.0,3.257014645448887,45.25,0.02487178830602988,3.2129213163749077,44.5,0.03434988780347942,1.188330691854683,16.25,0.027616406140397173
bbc1,-124.0,-124.0,2.0,-26.0,25.0,12.6667,0.9355,bbc1_DB_1000,DB,2024,1.0,153.0,204.0,349.0,124.0,136.0,189.0,344.0,125.0,151.0,230.0,324.0,2.9122075915166348,40.0,0.05506473437377762,3.2223512280918087,44.25,0.061636942377523304,1.4059129633344583,19.25,0.030912963334458324
ibp,77.0,77.0,-67.0,31.0,-5.0,0.2951,0.6382,ibp_XX_1000,XX,2024,79.0,133.0,242.0,339.0,2.0,185.0,185.0,337.0,2.0,200.0,211.0,344.0,3.4714814555271234,47.0,0.11433859838426613,3.3478027812358557,45.0,0.13351706695014112,0.9198034290362618,12.0,0.06266057189340464
huyckpreserveny,111.0,111.0,-39.0,8.0,-26.0,0.3729,0.7706,huyckpreserveny_EN_1000,EN,2024,117.0,161.0,208.0,339.0,10.0,128.0,144.0,314.0,6.0,200.0,200.0,365.0,4.13928899303333,57.25,0.050003278747615496,3.4607870875011266,46.0,0.17507280178684098,3.435830476597699,45.75,0.16797333374055587
cedarmesa,-39.0,-39.0,77.0,18.0,-57.0,3.3714,0.3824,cedarmesa_SH_1000,SH,2024,1.0,237.0,249.0,275.0,79.0,149.0,239.0,307.0,40.0,160.0,231.0,332.0,3.866688490325891,52.0,0.15240277604017666,3.5083563815457484,47.75,0.09764209583146283,1.5350905977457907,20.75,0.05294774060293345
srm,-55.0,-55.0,69.0,-1.0,-69.0,18.7273,0.3386,srm_SH_1000,SH,2024,21.0,227.0,229.0,272.0,104.0,115.0,207.0,334.0,76.0,158.0,230.0,341.0,5.0357588661839205,69.75,0.05361600904106384,3.5192635000171895,48.5,0.054977785731475076,1.8276135004911134,25.25,0.02404207191968481
homesteadsprings,88.0,88.0,9.0,67.0,-25.0,0.6267,0.7323,homesteadsprings_EN_2000,EN,2024,90.0,137.0,195.0,340.0,45.0,120.0,167.0,365.0,2.0,128.0,128.0,365.0,2.105186703358798,28.75,0.05161527478736955,3.551111587888281,47.25,0.17611158788828063,1.7323678559199722,22.5,0.1252249987771151
somo,68.0,68.0,-35.0,-79.0,-13.0,1.3933,1.2072,somo_WL_1000,WL,2024,70.0,194.0,218.0,352.0,80.0,169.0,209.0,320.0,2.0,229.0,297.0,365.0,1.4168488351508415,19.0,0.059705978007984314,3.5574142934546114,48.75,0.07527143631175423,4.917168903098455,67.75,0.07788318881274028
portal,34.0,34.0,61.0,-95.0,1.0,1.122,3.1807,portal_SH_1000,SH,2024,47.0,93.0,102.0,366.0,182.0,223.0,236.0,319.0,13.0,32.0,197.0,365.0,8.093744814881163,111.5,0.12945910059544805,3.5722698745833177,47.75,0.16155558886903224,8.030394119626878,111.25,0.0839655481983081
sevmvecreo22ambinc,83.0,83.0,12.0,21.0,-81.0,0.9714,0.4881,sevmvecreo22ambinc_SH_1000,SH,2024,85.0,221.0,230.0,271.0,69.0,209.0,209.0,293.0,2.0,209.0,209.0,352.0,1.310561996705846,17.75,0.04270485384870313,3.594575567259924,49.25,0.07671842440278141,2.328681546915151,31.5,0.07868154691515081
sevmvecreo3redamb,83.0,83.0,6.0,15.0,-94.0,0.6538,0.3203,sevmvecreo3redamb_SH_1000,SH,2024,85.0,221.0,230.0,271.0,7.0,215.0,215.0,343.0,2.0,215.0,215.0,365.0,3.098581592891983,42.75,0.045010164320554345,3.6556144332312117,49.5,0.1199001475169263,0.6011145668685905,6.75,0.11897170972573338
sevmvecreo4ambinc,83.0,83.0,6.0,15.0,-94.0,5.6667,0.2733,sevmvecreo4ambinc_SH_1000,SH,2024,85.0,221.0,230.0,271.0,173.0,197.0,215.0,365.0,2.0,215.0,215.0,365.0,3.994009433538934,55.25,0.04758086211036228,3.6560752344149856,49.5,0.12036094870070013,3.45194440046637,47.25,0.07694440046636994
snodgrass8,115.0,115.0,7.0,49.0,-30.0,0.438,0.9915,snodgrass8_EN_1000,EN,2024,117.0,177.0,219.0,335.0,70.0,207.0,248.0,365.0,2.0,170.0,170.0,365.0,2.5028993619729416,34.0,0.07432793340151336,3.693732855098216,50.25,0.10444714081250174,3.3646876674117463,45.75,0.09683052455460338
sevmettswl,-48.0,-48.0,33.0,42.0,-77.0,2.275,1.5806,sevmettswl_SH_1000,SH,2024,136.0,227.0,239.0,288.0,173.0,213.0,255.0,286.0,184.0,194.0,197.0,365.0,1.3001811946789272,17.25,0.06803833753607008,3.7055797067428675,50.0,0.13415113531429576,3.1107457229076143,41.75,0.12860286576475716
hakenberg,-144.0,-144.0,-63.0,0.0,-3.0,5.8,0.9797,hakenberg_WL_1000,WL,2024,26.0,142.0,217.0,362.0,176.0,196.0,204.0,352.0,170.0,205.0,217.0,365.0,4.138083048382362,56.75,0.08451161981093328,3.814166760130911,52.5,0.06416676013091085,0.7669380948339047,10.25,0.034795237691047684
sevmvecreo7ambinc,50.0,50.0,-39.0,-30.0,-94.0,0.8447,0.4362,sevmvecreo7ambinc_SH_1000,SH,2024,85.0,221.0,230.0,271.0,60.0,221.0,221.0,315.0,35.0,260.0,260.0,365.0,1.4351215037768978,19.5,0.04226436091975507,3.890214389915078,53.25,0.08664296134364964,2.808614996067393,38.25,0.07647213892453579
zarnekow1,-77.0,-77.0,-49.0,-36.0,53.0,1.3548,3.0889,zarnekow1_WL_1000,WL,2024,41.0,167.0,227.0,366.0,127.0,220.0,260.0,305.0,118.0,216.0,263.0,313.0,4.254675248131504,58.25,0.09396096241721863,3.926954027476283,53.75,0.08766831319056842,0.462081406261547,6.0,0.033509977690118424
TALL,75.0,75.0,-58.0,-83.0,1.0,0.2995,2.6548,NEON.D08.TALL.DP1.00033_EN_1000,EN,2024,77.0,139.0,143.0,366.0,11.0,218.0,278.0,362.0,2.0,197.0,226.0,365.0,5.1077669736887765,71.0,0.03633840226020552,3.9370037227979746,54.25,0.0620037227979746,1.5724578475359898,21.25,0.05460070467884714
jergrassland2,74.0,74.0,51.0,90.0,1.0,17.3333,0.5718,jergrassland2_GR_1000,GR,2024,76.0,128.0,167.0,366.0,10.0,13.0,17.0,365.0,2.0,77.0,77.0,365.0,6.150084820209891,83.0,0.22151339163846157,3.9784671900647433,54.0,0.12132433292188591,2.4809697679027365,33.0,0.1238269107598792
ettenheim1,-31.0,-31.0,-126.0,-54.0,-1.0,2.0417,0.7061,ettenheim1_EN_1000,EN,2024,82.0,131.0,203.0,364.0,113.0,137.0,137.0,365.0,113.0,257.0,257.0,365.0,2.0315690450396584,26.0,0.174426187896801,3.9884314551462587,53.0,0.2027171694319733,4.347379838446076,60.0,0.06166555273179024
sevmveblack19ambamb,93.0,93.0,20.0,32.0,-76.0,0.7225,0.7667,sevmveblack19ambamb_GR_1000,GR,2024,95.0,220.0,232.0,278.0,42.0,215.0,247.0,307.0,2.0,200.0,200.0,354.0,1.8745730612541218,25.5,0.05314448982555045,4.015182265672968,55.25,0.06875369424439673,2.7389176080492046,37.25,0.07820332233491883
anisclo,-63.0,-63.0,94.0,31.0,41.0,3.6377,0.5985,anisclo_EB_1000,EB,2024,18.0,269.0,272.0,354.0,77.0,146.0,192.0,329.0,81.0,175.0,241.0,313.0,5.219744761664802,71.75,0.09474476166480199,4.149444255893772,57.25,0.06015854160805764,1.7948017424531375,24.5,0.04480174245313747
blueoakheadquarters,3.0,3.0,24.0,-6.0,197.0,1.3649,10.4783,blueoakheadquarters_GR_1000,GR,2024,10.0,111.0,125.0,366.0,12.0,86.0,125.0,148.0,7.0,87.0,131.0,169.0,4.449210541322201,61.25,0.074210541322201,4.186966534418339,57.5,0.07982367727548179,0.6149470725772981,8.25,0.025661358291583832
PUUM,-1.0,-1.0,-115.0,-115.0,1.0,1.3846,1.2279,NEON.D20.PUUM.DP1.00033_EB_1000,EB,2024,1.0,199.0,199.0,366.0,45.0,188.0,229.0,365.0,2.0,314.0,314.0,365.0,1.62305483931167,21.5,0.08734055359738405,4.250175725170027,58.0,0.10731858231288326,4.672526635033482,63.5,0.13681234931919678
thompsonfarmfluxtower,-76.0,-76.0,-48.0,-67.0,35.0,0.875,5.88,thompsonfarmfluxtower_DB_1000,DB,2024,115.0,164.0,196.0,343.0,191.0,247.0,275.0,300.0,191.0,212.0,263.0,308.0,5.274885531738436,70.25,0.2570283888812925,4.353589919466035,56.5,0.3178756337517499,1.0296034529776625,13.75,0.04746059583480541
sevmveblack21ambinc,103.0,103.0,-40.0,-33.0,-63.0,0.5867,0.5268,sevmveblack21ambinc_GR_1000,GR,2024,105.0,220.0,227.0,286.0,19.0,215.0,215.0,327.0,2.0,260.0,260.0,349.0,2.6085399527164452,36.0,0.03711138128787367,4.367283394876689,59.75,0.0994262520195456,2.3764101829155857,32.25,0.0728387543441572
sevilletagrass,75.0,75.0,-85.0,12.0,-72.0,0.2793,1.3529,sevilletagrass_GR_1000,GR,2024,77.0,127.0,224.0,293.0,30.0,209.0,210.0,261.0,2.0,212.0,212.0,365.0,3.189087558597996,43.75,0.06408755859799603,4.514986843645259,61.0,0.1578439865024021,2.630786897615863,34.25,0.1843583261872913
archboldavir,-1.0,-1.0,89.0,89.0,73.0,1.1189,1.9506,archboldavir_AG_1000,AG,2024,1.0,208.0,208.0,366.0,22.0,207.0,212.0,293.0,2.0,119.0,119.0,293.0,1.8523665615506122,24.75,0.08450941869346949,4.583992578518987,63.0,0.08399257851898674,3.6549614733627322,50.25,0.06567575907701777
SJER,20.0,20.0,5.0,27.0,-204.0,0.7059,0.1724,NEON.D17.SJER.DP1.00033_EN_2000,EN,2024,22.0,94.0,116.0,161.0,2.0,104.0,104.0,365.0,2.0,89.0,89.0,365.0,4.468713657423978,61.5,0.07585651456683455,4.64037438718773,64.0,0.06894581575915872,0.6039136323069295,7.5,0.06819934659264378
segabluechute6,27.0,27.0,-16.0,-16.0,199.0,0.7184,19.1667,segabluechute6_GR_1000,GR,2024,62.0,136.0,136.0,366.0,46.0,149.0,151.0,163.0,35.0,152.0,152.0,167.0,4.518528638605608,61.75,0.1078143528913227,4.722039256053222,64.5,0.11489639891036511,0.38949770359689123,4.75,0.050211989311176944
sevmetdpwl,-95.0,-95.0,-102.0,-8.0,-61.0,1.0882,1.4286,sevmetdpwl_SH_1000,SH,2024,81.0,118.0,224.0,304.0,182.0,216.0,221.0,277.0,176.0,220.0,232.0,365.0,4.130583745337844,57.25,0.041298031052129446,4.833958175959024,66.5,0.0839581759590241,2.0448874697764494,27.25,0.09845889834787816
junipersavannah,72.0,72.0,68.0,68.0,-60.0,1.6067,0.8854,junipersavannah_GR_1000,GR,2024,77.0,220.0,220.0,305.0,126.0,215.0,220.0,316.0,5.0,152.0,152.0,365.0,1.2378151455562234,16.25,0.07710085984193756,4.865059909129812,67.0,0.07934562341552628,5.470221433093404,75.25,0.09522143309340442
jershrubland2,75.0,75.0,2.0,-5.0,184.0,3.9333,4.5417,jershrubland2_SH_2000,SH,2024,77.0,136.0,148.0,366.0,105.0,120.0,134.0,182.0,2.0,134.0,153.0,182.0,4.489062605883866,60.5,0.16763403445529557,4.889154224383501,66.5,0.13915422438350097,2.49941096197196,34.0,0.0708395334005316
junipersavannah,72.0,72.0,68.0,68.0,-60.0,0.8614,0.7944,junipersavannah_SH_1000,SH,2024,77.0,220.0,220.0,305.0,52.0,218.0,234.0,341.0,5.0,152.0,152.0,365.0,1.4007829102392537,19.25,0.025782910239253665,4.973554411744511,67.0,0.18784012603022562,4.075670340114396,54.75,0.16495605440011066
PUUM,-1.0,-1.0,-136.0,-136.0,1.0,1.2774,1.3254,NEON.D20.PUUM.DP1.00042_UN_1000,UN,2024,1.0,199.0,199.0,366.0,84.0,239.0,239.0,365.0,2.0,335.0,335.0,365.0,2.9924414984822,41.0,0.06387006991077153,4.997414352977587,68.5,0.10455721012044393,4.98470256309184,68.5,0.0918454202346971
canadaOBS,-87.0,-87.0,-31.0,-101.0,54.0,4.1667,19.5455,canadaOBS_DN_1000,DN,2024,1.0,151.0,151.0,366.0,116.0,152.0,276.0,287.0,88.0,182.0,252.0,312.0,5.843704870587357,80.0,0.12941915630164252,4.999232996106376,68.25,0.1242329961063765,1.9380518368136963,26.75,0.02733755109941056
JORN,76.0,76.0,46.0,127.0,-32.0,0.3714,0.6275,NEON.D14.JORN.DP1.00033_GR_1000,GR,2024,78.0,156.0,237.0,333.0,2.0,212.0,212.0,365.0,2.0,110.0,110.0,365.0,3.549496578915374,47.25,0.17449657891537396,5.147916592621528,70.25,0.13005944976438474,3.7354275881931622,51.0,0.09257044533601962
harvardfarmsouth,-104.0,-104.0,-83.0,-50.0,42.0,3.6667,0.837,harvardfarmsouth_AG_1000,AG,2024,21.0,153.0,225.0,338.0,125.0,161.0,161.0,296.0,125.0,236.0,275.0,296.0,4.062446127762192,54.5,0.1695889849050493,5.151846835179482,69.75,0.1697039780366251,3.409622165777517,47.25,0.034622165777517415
sevmvecreo10redamb,69.0,69.0,-72.0,-72.0,-84.0,0.9067,0.5062,sevmvecreo10redamb_SH_1000,SH,2024,85.0,221.0,230.0,271.0,59.0,209.0,209.0,290.0,16.0,293.0,302.0,355.0,1.4462649743490659,19.5,0.05340783149192313,5.362064913207062,74.25,0.05849348463563314,5.144618210032661,71.25,0.05533249574694625
sevmveblack14redinc,77.0,77.0,-73.0,-66.0,-87.0,5.4348,0.7419,sevmveblack14redinc_GR_1000,GR,2024,95.0,220.0,232.0,278.0,182.0,205.0,226.0,288.0,18.0,293.0,298.0,365.0,2.1474358403272715,29.5,0.04029298318441431,5.475063587472171,75.75,0.06434930175788502,7.220091761936044,100.25,0.05937747622175832
sevmetdpwl,-47.0,-47.0,-151.0,-45.0,-61.0,0.7708,1.2308,sevmetdpwl_XX_1000,XX,2024,81.0,118.0,224.0,304.0,170.0,218.0,220.0,285.0,128.0,269.0,269.0,365.0,3.8757670506607402,53.0,0.09005276494645453,5.554222368644122,76.0,0.12565094007269245,4.065908749443798,55.5,0.10162303515808334
sevmvecreo1redinc,83.0,83.0,-72.0,-71.0,-90.0,0.621,0.2847,sevmvecreo1redinc_SH_1000,SH,2024,85.0,221.0,230.0,271.0,2.0,221.0,221.0,365.0,2.0,293.0,301.0,361.0,3.391627792797145,46.5,0.07019922136857344,5.713591108046162,79.0,0.07073396518901909,2.8593977073897285,39.0,0.07368342167544281
archboldpnotx,-34.0,-34.0,141.0,141.0,1.0,0.93,1.4479,archboldpnotx_AG_1000,AG,2024,1.0,227.0,227.0,366.0,2.0,245.0,248.0,344.0,35.0,86.0,86.0,365.0,1.1778296171350557,15.5,0.07068675999219859,5.726928338660281,79.25,0.06621405294599544,6.764382840676531,93.75,0.06795426924796005
sevmveblack18ambamb,93.0,93.0,-73.0,-64.0,-78.0,0.5708,0.561,sevmveblack18ambamb_GR_1000,GR,2024,95.0,220.0,232.0,278.0,2.0,221.0,240.0,322.0,2.0,293.0,296.0,356.0,2.6787413712129298,36.5,0.07159851407007276,5.809199668366322,77.0,0.30919966836632207,3.1516313807496235,40.5,0.2587742378924806
jernovel,45.0,45.0,106.0,160.0,-17.0,0.8176,0.5735,jernovel_XX_1000,XX,2024,47.0,177.0,231.0,348.0,2.0,161.0,161.0,365.0,2.0,71.0,71.0,365.0,2.77453364884205,37.0,0.1316765059849068,6.0188719318378885,82.0,0.16172907469503153,3.2964305455515412,45.0,0.08214483126582675
sagehen,-1.0,-1.0,153.0,148.0,33.0,1.6573,0.08,sagehen_EN_1000,EN,2024,1.0,354.0,354.0,366.0,2.0,215.0,215.0,365.0,2.0,201.0,206.0,333.0,5.131019529940128,70.0,0.13101952994012886,6.067038405780028,83.75,0.08489554863717164,1.144079019267922,13.75,0.16193616212506484
sedgwick2,-74.0,-74.0,-35.0,-41.0,-194.0,2.1935,0.6296,sedgwick2_DB_1000,DB,2024,12.0,80.0,103.0,171.0,77.0,108.0,120.0,228.0,86.0,115.0,144.0,365.0,3.02098810652018,41.75,0.03884524937732275,6.377767430253657,86.0,0.2349102873965136,3.31189287891615,44.25,0.15117859320186414
nlloobs,-1.0,-1.0,172.0,172.0,-9.0,1.5229,1.1193,nlloobs_EN_1004,EN,2024,1.0,234.0,234.0,356.0,56.0,209.0,217.0,326.0,2.0,62.0,62.0,365.0,2.3243250301900944,31.75,0.056467887332951654,6.392311516424623,88.5,0.07088294499605208,7.113096241074924,98.75,0.05952481250349542
CPER,81.0,81.0,138.0,138.0,1.0,0.2405,7.5357,NEON.D10.CPER.DP1.00033_GR_1000,GR,2024,83.0,140.0,155.0,366.0,2.0,239.0,246.0,274.0,2.0,2.0,17.0,365.0,6.521304145123639,90.75,0.03916128798078197,6.472251390047076,89.5,0.07939424718993296,10.015251098058128,139.25,0.06882252662955696
WREF,-23.0,-23.0,115.0,105.0,118.0,3.4507,0.8172,NEON.D16.WREF.DP1.00042_UN_1000,UN,2024,1.0,246.0,290.0,366.0,60.0,131.0,155.0,248.0,24.0,131.0,185.0,248.0,7.764377517928596,106.75,0.1393775179285956,6.573478122667149,90.25,0.12704955123857764,1.2356432247784281,16.5,0.05707179620699963
harvardbarn,105.0,105.0,-163.0,-81.0,-16.0,0.5857,0.8235,harvardbarn_EN_1000,EN,2024,107.0,148.0,230.0,342.0,59.0,129.0,229.0,365.0,2.0,311.0,311.0,358.0,1.678527415514977,22.75,0.053527415514976966,6.703585126565865,91.25,0.18572798370872196,5.96299281425737,82.0,0.10584995711451295
sevmveblack30ambamb,93.0,93.0,89.0,101.0,-87.0,0.5342,0.4894,sevmveblack30ambamb_GR_1000,GR,2024,95.0,220.0,232.0,278.0,2.0,236.0,236.0,330.0,2.0,131.0,131.0,365.0,3.012424111396846,41.25,0.06599553996827465,6.707958043630348,92.5,0.10081518648749148,4.456091483179261,61.25,0.08109148317926086
ONAQ,41.0,41.0,98.0,98.0,139.0,1.1034,3.122,NEON.D15.ONAQ.DP1.00042_SH_1001,SH,2024,43.0,139.0,139.0,267.0,49.0,136.0,152.0,193.0,2.0,41.0,41.0,128.0,1.9859917287515572,24.0,0.27170601446584297,6.818300880306758,94.0,0.10401516602104319,5.812514155943774,79.5,0.1339427273723445
sevmveblack24redinc,103.0,103.0,104.0,111.0,-79.0,0.5959,1.439,sevmveblack24redinc_GR_1000,GR,2024,105.0,220.0,227.0,286.0,43.0,236.0,240.0,281.0,2.0,116.0,116.0,365.0,1.7703926067860494,24.0,0.056106892500335195,7.197122689683274,99.25,0.1078369753975597,6.706004907979301,92.25,0.11671919369358658
sevmveblack17ambinc,93.0,93.0,104.0,116.0,-87.0,0.5869,0.5823,sevmveblack17ambinc_GR_1000,GR,2024,95.0,220.0,232.0,278.0,2.0,215.0,224.0,303.0,2.0,116.0,116.0,365.0,2.3970213734191628,32.75,0.05773565913344845,7.499267518983799,100.0,0.35641037612665516,5.2232438161691865,67.25,0.4196723875977574
luckyhills,11.0,11.0,169.0,169.0,-65.0,1.0087,0.6923,luckyhills_SH_4000,SH,2024,13.0,246.0,246.0,300.0,2.0,233.0,240.0,318.0,2.0,77.0,77.0,365.0,0.9258277428529654,12.0,0.06868488571010838,7.502406201462814,103.5,0.10954905860567112,6.619590555178826,91.5,0.08387626946454048
sevmveblack15redamb,93.0,93.0,113.0,125.0,-87.0,4.8077,0.7419,sevmveblack15redamb_GR_1000,GR,2024,95.0,220.0,232.0,278.0,183.0,209.0,239.0,301.0,2.0,107.0,107.0,365.0,2.3617211815555312,32.25,0.058149752984102736,7.52235755450617,104.5,0.05807184022045619,8.61698161014973,119.75,0.06341018157830268
sagehen3,-102.0,-102.0,196.0,93.0,31.0,20.7647,0.129,sagehen3_GR_1000,GR,2024,1.0,354.0,354.0,366.0,134.0,151.0,217.0,310.0,103.0,158.0,261.0,335.0,9.676360336845178,132.25,0.22993176541660798,7.709795241686529,105.5,0.17408095597224357,1.9396919370821548,26.75,0.028977651367868992
sagehen3,-96.0,-96.0,196.0,102.0,28.0,17.65,0.1154,sagehen3_GR_1001,GR,2024,1.0,354.0,354.0,366.0,133.0,153.0,211.0,315.0,97.0,158.0,252.0,338.0,9.640137880807615,131.75,0.22942359509332763,7.713076168798514,105.5,0.17736188308422796,1.9004770666566677,26.25,0.025477066656667737
sevmveblack13redinc,72.0,72.0,164.0,176.0,-18.0,0.5081,1.0952,sevmveblack13redinc_GR_1000,GR,2024,95.0,220.0,232.0,278.0,2.0,248.0,254.0,296.0,23.0,56.0,56.0,296.0,3.0076791448569873,40.25,0.13267914485698734,7.754838653745387,107.5,0.07626722517395843,7.4843881808910355,102.75,0.14510246660532133
sevmvecreo12redinc,83.0,83.0,123.0,132.0,-94.0,0.6667,0.4271,sevmvecreo12redinc_SH_1000,SH,2024,85.0,221.0,230.0,271.0,17.0,221.0,221.0,317.0,2.0,98.0,98.0,365.0,2.2445234621948353,30.75,0.04809489076626372,7.801952931038068,108.0,0.08766721675235324,5.588960492708447,77.25,0.07110334985130332
sagehen2,-104.0,-104.0,195.0,109.0,24.0,16.0455,0.1319,sagehen2_GR_1000,GR,2024,1.0,354.0,354.0,366.0,132.0,154.0,215.0,306.0,105.0,159.0,245.0,342.0,9.701995946093872,132.5,0.237710231808159,7.903769812664076,108.0,0.18948409837836153,1.7773240711877967,24.5,0.02732407118779665
OKSR,-153.0,-153.0,-177.0,-64.0,73.0,0.0,5.4324,NEON.D18.OKSR.DP1.20002_TN_1000,TN,2024,1.0,1.0,153.0,354.0,162.0,181.0,211.0,248.0,154.0,178.0,217.0,281.0,9.167168812863112,126.25,0.14931167000596907,8.451636469125368,116.75,0.11235075483965572,0.9495574611661155,12.5,0.056700318308972625
sevmvecreo6ambamb,83.0,83.0,153.0,162.0,-76.0,0.8947,0.6721,sevmvecreo6ambamb_SH_1000,SH,2024,85.0,221.0,230.0,271.0,69.0,221.0,222.0,283.0,2.0,68.0,68.0,347.0,0.6797928805217035,9.0,0.03693573766456059,8.52408035688927,118.5,0.059794642603555596,7.878156456152019,109.5,0.05672788472344759
sevmveblack20ambinc,103.0,103.0,152.0,159.0,-79.0,0.8582,0.8676,sevmveblack20ambinc_GR_1000,GR,2024,105.0,220.0,227.0,286.0,81.0,215.0,225.0,293.0,2.0,68.0,68.0,365.0,0.7309198334308918,9.5,0.0523484048594632,8.908149117357198,123.25,0.10457768878576852,8.24522235601776,113.75,0.12022235601775928
sevmveblack27redinc,81.0,81.0,167.0,179.0,-87.0,0.947,0.3566,sevmveblack27redinc_GR_1000,GR,2024,95.0,220.0,232.0,278.0,2.0,134.0,236.0,365.0,14.0,53.0,53.0,365.0,5.1705005204267485,67.5,0.3490719489981777,9.248810704148696,128.5,0.07023927557726634,5.1563212879543485,69.0,0.22774985938291928
sevmveblack29ambinc,93.0,93.0,164.0,176.0,-87.0,2.9762,0.1518,sevmveblack29ambinc_GR_1000,GR,2024,95.0,220.0,232.0,278.0,20.0,62.0,62.0,365.0,2.0,56.0,56.0,365.0,9.031990695089272,122.5,0.28199069508927127,9.413712126446095,130.0,0.12799784073180867,0.6394886514429874,7.5,0.10377436572870175
