site,lag,lag_sos,lag_mos,lag_dos,lag_eos,greenup_comp,senescence_comp,roi,veg,year,gvf_sos,gvf_mos,gvf_dos,gvf_eos,gcc_sos,gcc_mos,gcc_dos,gcc_eos,ndvi_sos,ndvi_mos,ndvi_dos,ndvi_eos,gvf_vs_gcc_div,gvf_vs_gcc_gap,gvf_vs_gcc_dtw,gvf_vs_ndvi_div,gvf_vs_ndvi_gap,gvf_vs_ndvi_dtw,gcc_vs_ndvi_div,gcc_vs_ndvi_gap,gcc_vs_ndvi_dtw
JERC,-25.0,-25.0,77.0,-2.0,27.0,3.2667,1.0301,NEON.D03.JERC.DP1.00042_UN_1000,UN,2023,42.0,189.0,224.0,361.0,59.0,104.0,201.0,334.0,67.0,112.0,226.0,334.0,2.7774491369554437,38.0,0.06316342266972931,2.3867458818757594,32.75,0.04746016759004496,0.776121251047681,10.25,0.04397839390482395
segabluechute,20.0,20.0,-11.0,30.0,-70.0,1.4725,0.76,segabluechute_GR_1000,GR,2023,59.0,193.0,257.0,295.0,103.0,194.0,244.0,294.0,39.0,204.0,227.0,365.0,1.1500002922561472,14.75,0.09642886368471856,2.4020198903541714,32.75,0.06273417606845715,2.9686694994214964,40.5,0.07581235656435369
segabluechute,-19.0,-19.0,-28.0,15.0,-70.0,0.9054,0.4043,segabluechute_EN_1000,EN,2023,59.0,193.0,257.0,295.0,39.0,187.0,239.0,333.0,78.0,221.0,242.0,365.0,1.5144420533118799,20.5,0.05015633902616566,2.4529767196855943,33.0,0.09583386254273718,2.0183331214623954,27.0,0.08976169289096682
slovenia2karstsecforest,-24.0,-24.0,16.0,-82.0,13.0,3.35,1.0116,slovenia2karstsecforest_DB_1000,DB,2023,87.0,154.0,191.0,365.0,111.0,131.0,193.0,365.0,111.0,138.0,273.0,352.0,0.9341481566229596,12.25,0.0591481566229596,2.4711895138963125,33.75,0.06047522818202697,1.8035655948381932,25.0,0.01785130912390734
mead1,-69.0,-69.0,31.0,35.0,4.0,7.375,0.746,mead1_AG_1000,AG,2023,76.0,194.0,241.0,288.0,145.0,161.0,209.0,272.0,145.0,163.0,206.0,284.0,2.7290269738106705,37.5,0.05045554523924201,2.5165831006366615,34.75,0.034440243493804215,0.3430650056412153,4.25,0.039493577069786734
sevilletashrub,-102.0,-102.0,1.0,5.0,-30.0,,1.95,sevilletashrub_GR_1000,GR,2023,43.0,264.0,268.0,307.0,2.0,2.0,264.0,284.0,145.0,263.0,263.0,337.0,5.978630799494455,82.5,0.0857736566373123,2.5234857152349206,34.5,0.05920000094920629,8.235504034483816,114.5,0.05693260591238612
BLAN,-38.0,-38.0,8.0,-59.0,33.0,2.2727,2.4026,NEON.D02.BLAN.DP1.00033_DB_1000,DB,2023,42.0,142.0,180.0,365.0,81.0,125.0,251.0,328.0,80.0,134.0,239.0,332.0,3.0214251713764595,41.0,0.09285374280503096,2.531065865228616,34.5,0.06678015094290196,0.665910172607752,6.5,0.2016244583220377
sevmveblack16ambinc,-41.0,-41.0,27.0,27.0,-49.0,2.641,0.4775,sevmveblack16ambinc_GR_1000,GR,2023,57.0,263.0,263.0,316.0,98.0,176.0,254.0,365.0,98.0,236.0,236.0,365.0,3.4815908073236255,46.5,0.16016223589505368,2.6388541906510983,36.0,0.06742561922252682,1.592192066233375,19.5,0.19933492337623218
ibp,-45.0,-45.0,39.0,-31.0,-30.0,15.6154,0.5912,ibp_SH_1000,SH,2023,15.0,218.0,224.0,318.0,112.0,125.0,198.0,357.0,60.0,179.0,255.0,348.0,4.62426152975669,63.75,0.07069010118526066,2.6462044590984446,36.25,0.05691874481273025,3.1222802504435125,43.0,0.050851679014940934
ibp,-47.0,-47.0,43.0,-30.0,-29.0,15.6154,0.6104,ibp_SH_1002,SH,2023,15.0,218.0,224.0,318.0,112.0,125.0,200.0,354.0,62.0,175.0,254.0,347.0,4.532655109022611,62.5,0.06836939473689597,2.717887983200605,37.25,0.05717369748631968,2.9253027501343505,40.25,0.05030275013435046
ABBY,18.0,18.0,-41.0,-41.0,-46.0,2.4328,1.1057,NEON.D16.ABBY.DP1.00042_UN_1000,UN,2023,20.0,183.0,183.0,319.0,99.0,166.0,228.0,351.0,2.0,224.0,224.0,365.0,3.142034481502564,43.25,0.05274876721684954,2.745354181789384,36.5,0.13821132464652644,3.244983989807684,43.25,0.15569827552196966
usgseros,87.0,87.0,29.0,-1.0,-33.0,3.6333,1.0694,usgseros_DB_2000,DB,2023,90.0,199.0,226.0,303.0,112.0,142.0,213.0,285.0,3.0,170.0,227.0,336.0,1.9848763466120258,27.5,0.020590632326311566,2.748495835414649,37.5,0.06992440684322074,3.6808869125064154,50.5,0.07374405536355809
ecb4,47.0,47.0,-27.0,26.0,-50.0,4.625,0.2743,ecb4_AG_1000,AG,2023,49.0,197.0,250.0,315.0,80.0,112.0,128.0,365.0,2.0,224.0,224.0,365.0,5.259740632879778,72.0,0.11688349002263455,2.7697877285476937,37.5,0.09121629997626528,5.153219312754365,71.5,0.04607645561150752
segawhitepockets,4.0,4.0,12.0,121.0,-17.0,2.36,0.3154,segawhitepockets_GR_1000,GR,2023,80.0,139.0,273.0,314.0,97.0,122.0,140.0,270.0,76.0,127.0,152.0,331.0,3.9316530856672336,52.75,0.1637959428100907,2.817845749993422,38.5,0.06784574999342229,1.8442997778091013,24.75,0.07644263495195851
WREF,-55.0,-55.0,44.0,16.0,-40.0,3.566,0.731,NEON.D16.WREF.DP1.00042_UN_1000,UN,2023,1.0,190.0,219.0,325.0,89.0,142.0,184.0,329.0,56.0,146.0,203.0,365.0,3.192729713760021,43.75,0.06772971376002074,2.8554295065218347,38.75,0.08757236366469195,1.69901347594332,23.0,0.05615633308617708
BLAN,-59.0,-59.0,-15.0,-34.0,49.0,2.2222,1.9681,NEON.D02.BLAN.DP1.00033_EN_1000,EN,2023,42.0,142.0,180.0,365.0,72.0,117.0,246.0,340.0,101.0,157.0,214.0,316.0,2.677580216312408,36.5,0.07043735916955043,3.019562006286829,39.25,0.21599057771540056,2.517410023088938,31.25,0.2852671659460807
sevmveblack25redamb,-41.0,-41.0,-39.0,-39.0,-49.0,2.3409,0.5196,sevmveblack25redamb_GR_1000,GR,2023,57.0,263.0,263.0,316.0,175.0,263.0,263.0,365.0,98.0,302.0,302.0,365.0,3.119293924466339,41.75,0.1371510673234817,3.058469383029403,42.0,0.05846938302940317,2.9415277329892753,38.75,0.17367059013213257
niwot3,-1.0,-1.0,81.0,82.0,-2.0,3.5859,0.087,niwot3_EN_1000,EN,2023,1.0,356.0,357.0,363.0,84.0,183.0,251.0,320.0,2.0,275.0,275.0,365.0,7.372583595677699,101.25,0.1404407385348422,3.061607015207501,41.5,0.09732130092178669,4.437323543995477,60.75,0.0980378297097632
jernovel,50.0,50.0,56.0,56.0,-8.0,0.7021,0.9279,jernovel_XX_1000,XX,2023,52.0,151.0,151.0,357.0,2.0,143.0,143.0,365.0,2.0,95.0,95.0,365.0,1.4118166993949095,18.5,0.0903881279663382,3.14150157952126,42.5,0.1057872938069748,1.8350756291500099,24.0,0.12078991486429572
homesteadsprings,74.0,74.0,-75.0,-26.0,0.0,0.3568,9.1538,homesteadsprings_AG_2000,AG,2023,76.0,152.0,229.0,348.0,65.0,278.0,298.0,311.0,2.0,227.0,255.0,348.0,4.39258297253279,60.75,0.053297258247076124,3.22585786582222,43.75,0.10085786582222032,3.5854492536950087,48.5,0.12116353940929409
sevmvecreo8ambinc,-111.0,-111.0,9.0,14.0,-45.0,37.5,0.3469,sevmvecreo8ambinc_SH_1000,SH,2023,41.0,266.0,271.0,305.0,219.0,225.0,236.0,334.0,152.0,257.0,257.0,350.0,5.14318733509182,70.75,0.0896159065203911,3.2493325355645455,44.75,0.0529039641359739,2.5188093841348516,34.0,0.0902379555634233
segabluechute4,57.0,57.0,-13.0,51.0,-61.0,2.9778,0.2484,segabluechute4_GR_1000,GR,2023,59.0,193.0,257.0,295.0,108.0,153.0,191.0,344.0,2.0,206.0,206.0,356.0,3.7194556485416532,51.0,0.07659850568451054,3.317933944407937,45.5,0.06793394440793722,3.391759931854523,46.5,0.07033136042595127
sevmvecreo3redamb,-122.0,-122.0,3.0,8.0,-54.0,20.4545,0.4474,sevmvecreo3redamb_SH_1000,SH,2023,41.0,266.0,271.0,305.0,219.0,230.0,245.0,321.0,163.0,263.0,263.0,359.0,4.651298995008609,64.0,0.07987042358003862,3.3940517784603332,46.75,0.05476606417461901,2.693650316054812,36.25,0.10436460176909737
sevmvecreo19redamb,-163.0,-163.0,8.0,11.0,8.0,14.0625,0.68,sevmvecreo19redamb_SH_1000,SH,2023,41.0,266.0,271.0,305.0,217.0,233.0,255.0,305.0,204.0,258.0,260.0,297.0,4.079906339532506,56.25,0.06204919667536336,3.442418501782409,47.5,0.049561358925266134,0.9538098101687185,12.75,0.043095524454432745
segabluechute8,57.0,57.0,-28.0,36.0,-70.0,0.6063,1.1515,segabluechute8_GR_1000,GR,2023,59.0,193.0,257.0,295.0,18.0,239.0,251.0,284.0,2.0,221.0,221.0,365.0,1.9484252616542446,26.0,0.09128240451138728,3.4680370594954812,47.75,0.05732277378119567,2.686948531092559,36.25,0.0976628168068447
arsope3ltar,-16.0,-16.0,-88.0,-47.0,43.0,0.4323,7.8,arsope3ltar_AG_1000,AG,2023,68.0,151.0,215.0,332.0,68.0,260.0,273.0,288.0,84.0,239.0,262.0,289.0,3.840325773146191,52.75,0.07246863028904806,3.521324556894997,48.5,0.0570388426092826,0.9066584505963482,12.25,0.031658450596348156
sevmveblack15redamb,-41.0,-41.0,-60.0,-60.0,-33.0,1.8393,1.06,sevmveblack15redamb_GR_1000,GR,2023,57.0,263.0,263.0,316.0,154.0,266.0,273.0,323.0,98.0,323.0,323.0,349.0,2.1887799187114254,29.25,0.09949420442571091,3.5289294640218873,48.5,0.06464374973617289,3.481289980420841,47.25,0.10628998042084077
sevmvecreo1redinc,-125.0,-125.0,-9.0,-4.0,-60.0,25.0,0.4146,sevmvecreo1redinc_SH_1000,SH,2023,41.0,266.0,271.0,305.0,218.0,227.0,236.0,318.0,166.0,275.0,275.0,365.0,4.773666473612014,66.0,0.059380759326299666,3.5932219621559907,49.5,0.05750767644170515,3.3952541679583192,46.5,0.07382559652974754
sagehen3,-121.0,-121.0,-51.0,-24.0,0.0,7.6875,1.3305,sagehen3_GR_1001,GR,2023,1.0,124.0,208.0,365.0,151.0,167.0,199.0,317.0,122.0,175.0,232.0,365.0,4.698086333448682,62.5,0.23380061916296718,3.620417197737402,49.0,0.1204171977374018,2.1518205573894376,29.5,0.044677700246580195
segabluechute1,-10.0,-10.0,29.0,93.0,-68.0,4.0606,0.1712,segabluechute1_GR_1000,GR,2023,59.0,193.0,257.0,295.0,103.0,136.0,143.0,365.0,69.0,164.0,164.0,363.0,5.208942376625139,71.25,0.11965666233942378,3.6393529045604356,50.0,0.06792433313186383,1.5787414566833615,21.25,0.060884313826218665
sevmvecreo23ambinc,-111.0,-111.0,27.0,32.0,-33.0,18.75,0.5231,sevmvecreo23ambinc_SH_1000,SH,2023,41.0,266.0,271.0,305.0,218.0,230.0,257.0,322.0,152.0,239.0,239.0,338.0,4.409789922221224,61.0,0.0526470650783669,3.6888811689451266,50.75,0.06388116894512669,2.0028519707248393,27.25,0.056423399296268044
sevmveblack18ambamb,-41.0,-41.0,-57.0,-57.0,-49.0,2.0,1.06,sevmveblack18ambamb_GR_1000,GR,2023,57.0,263.0,263.0,316.0,98.0,201.0,269.0,319.0,98.0,320.0,320.0,365.0,2.0959722581201006,28.0,0.09597225812010063,3.7070726056230545,51.0,0.06421546276591188,3.9481588452805996,54.0,0.09101598813774237
turkeypointdbf,85.0,85.0,-2.0,-102.0,-18.0,4.2143,0.5134,turkeypointdbf_DB_2000,DB,2023,97.0,156.0,241.0,337.0,127.0,141.0,155.0,342.0,12.0,158.0,343.0,355.0,2.459819197481068,34.0,0.031247768909639376,3.7370401927448866,51.75,0.04061162131631497,5.978024486337286,83.25,0.03159591490871457
sevmvecreo20redinc,-148.0,-148.0,7.0,8.0,-47.0,10.2273,0.5312,sevmvecreo20redinc_SH_1000,SH,2023,41.0,266.0,271.0,305.0,215.0,237.0,255.0,319.0,189.0,259.0,263.0,352.0,4.23605787063684,58.25,0.07534358492255386,3.8015403922625057,52.5,0.05154039226250554,1.7206042776776713,22.25,0.13131856339195716
sagehen2,-130.0,-130.0,-52.0,-26.0,0.0,7.6875,2.3788,sagehen2_GR_1000,GR,2023,1.0,124.0,208.0,365.0,150.0,166.0,235.0,301.0,131.0,176.0,234.0,365.0,5.229496070355597,70.5,0.19378178464131188,3.8647967713955973,52.0,0.15051105710988277,1.7211026258386004,23.5,0.04253119726717179
sevmvecreo5ambinc,-177.0,-177.0,34.0,2.0,4.0,14.0625,0.85,sevmvecreo5ambinc_SH_1000,SH,2023,41.0,266.0,271.0,305.0,218.0,234.0,263.0,303.0,218.0,232.0,269.0,301.0,3.9700346263722057,54.75,0.05932034065792033,3.926325130358413,54.25,0.05132513035841296,0.22868709394479714,2.5,0.050115665373368555
canadaOBS,86.0,86.0,29.0,31.0,-70.0,1.6364,0.71,canadaOBS_EN_1000,EN,2023,88.0,214.0,222.0,293.0,87.0,164.0,229.0,329.0,2.0,185.0,191.0,363.0,1.7368546006132473,23.5,0.05828317204181855,3.9540777150423096,54.0,0.09693485789945246,3.2800176191236075,44.5,0.1014461905521791
sevmvecreo6ambamb,-152.0,-152.0,-5.0,-1.0,-60.0,25.0,0.6071,sevmvecreo6ambamb_SH_1000,SH,2023,41.0,266.0,271.0,305.0,219.0,228.0,248.0,304.0,193.0,271.0,272.0,365.0,4.348590169447741,60.0,0.06287588373345541,3.9580004802001563,54.5,0.0651433373430136,2.8084835255407143,38.5,0.05848352554071449
jershrubland2,-42.0,-42.0,10.0,-8.0,155.0,6.5,3.0882,jershrubland2_SH_1000,SH,2023,59.0,150.0,155.0,365.0,105.0,119.0,159.0,227.0,101.0,140.0,163.0,210.0,4.103094671047966,54.75,0.19238038533368093,3.962141017115699,53.75,0.12285530282998461,0.8921400761542784,11.5,0.07071150472570703
sevmvecreo24ambamb,-111.0,-111.0,33.0,38.0,-38.0,13.2353,0.5965,sevmvecreo24ambamb_SH_1000,SH,2023,41.0,266.0,271.0,305.0,217.0,234.0,254.0,311.0,152.0,233.0,233.0,343.0,4.189344384296014,57.75,0.06434438429601419,3.99605393438485,55.0,0.0674825058134214,2.1938111878170927,29.75,0.06881118781709282
tfforest,55.0,55.0,-47.0,-76.0,45.0,0.9455,1.0853,tfforest_DB_1001,DB,2023,107.0,159.0,199.0,339.0,94.0,149.0,199.0,328.0,52.0,206.0,275.0,294.0,0.6451808348689063,8.5,0.038037977726049214,4.033231347746422,55.75,0.051088490603564345,3.77604006013958,52.25,0.04389720299672266
sagehen3,-130.0,-130.0,-50.0,-40.0,0.0,7.2353,2.1216,sagehen3_GR_1000,GR,2023,1.0,124.0,208.0,365.0,153.0,170.0,235.0,309.0,131.0,174.0,248.0,365.0,5.244245616641698,70.25,0.22638847378455482,4.059336808057659,55.0,0.13076537948623038,1.7416902574413098,23.75,0.045261686012738354
sevmveblack24redinc,-1.0,-1.0,86.0,88.0,-48.0,4.0,0.2222,sevmveblack24redinc_GR_1000,GR,2023,105.0,265.0,267.0,317.0,100.0,140.0,140.0,365.0,106.0,179.0,179.0,365.0,5.55607282326791,76.25,0.10964425183933908,4.061646405768315,55.75,0.07950354862545754,1.5798607354787897,21.0,0.07986073547878973
TALL,74.0,74.0,-103.0,-36.0,-12.0,0.373,1.3298,NEON.D08.TALL.DP1.00033_EN_1000,EN,2023,76.0,145.0,212.0,337.0,31.0,216.0,243.0,337.0,2.0,248.0,248.0,349.0,2.681390072949447,36.75,0.056390072949446785,4.098530142706698,56.25,0.08067299984955507,1.4766843414233666,19.5,0.0838271985662237
homesteadsprings,-104.0,-104.0,-75.0,2.0,38.0,0.2957,1.7,homesteadsprings_EN_2000,EN,2023,76.0,152.0,229.0,348.0,21.0,278.0,278.0,348.0,180.0,227.0,227.0,310.0,4.157837867373152,57.5,0.05069501023029468,4.11317681128663,54.75,0.20246252557234465,5.562711471029219,74.75,0.22342575674350515
srm,-61.0,-61.0,112.0,-2.0,-54.0,14.7692,0.2703,srm_SH_1000,SH,2023,41.0,233.0,251.0,291.0,101.0,114.0,206.0,354.0,102.0,121.0,253.0,345.0,5.1659123374073825,71.75,0.04091233740738294,4.1711705632345755,57.25,0.08188484894886061,1.1929674630367202,16.0,0.050110320179577485
amtsvenn,-117.0,-117.0,-45.0,-32.0,-33.0,3.0,2.6596,amtsvenn_SH_1000,SH,2023,104.0,194.0,207.0,332.0,221.0,251.0,270.0,317.0,221.0,239.0,239.0,365.0,4.645383055096323,63.0,0.14538305509632263,4.185291023845184,56.75,0.13171959527375485,1.7154098882026525,22.75,0.09040988820265243
sevmvecreo22ambinc,-177.0,-177.0,35.0,13.0,8.0,32.1429,0.6667,sevmvecreo22ambinc_SH_1000,SH,2023,41.0,266.0,271.0,305.0,220.0,227.0,254.0,305.0,218.0,231.0,258.0,297.0,4.261186019150834,58.75,0.064757447722263,4.227595265443021,58.25,0.06688097972873616,0.36668858456285686,4.5,0.04526001313428538
sevmvecreo4ambinc,-114.0,-114.0,33.0,38.0,-49.0,28.125,0.4474,sevmvecreo4ambinc_SH_1000,SH,2023,41.0,266.0,271.0,305.0,219.0,227.0,242.0,318.0,155.0,233.0,233.0,354.0,4.69194067210409,64.75,0.06694067210409041,4.241320926389531,58.5,0.06274949781810217,2.124081876126731,28.75,0.07051044755530286
nlloobs,-43.0,-43.0,-125.0,-61.0,-7.0,1.2552,0.7639,nlloobs_EN_1000,EN,2023,1.0,183.0,247.0,357.0,76.0,221.0,221.0,365.0,44.0,308.0,308.0,364.0,2.698241152264086,36.75,0.07324115226408619,4.296341242666461,59.0,0.08205552838074676,3.7964150004610873,51.75,0.09998642903251571
sevmvecreo21redinc,-158.0,-158.0,13.0,8.0,-58.0,20.4545,0.4928,sevmvecreo21redinc_SH_1000,SH,2023,41.0,266.0,271.0,305.0,219.0,230.0,252.0,321.0,199.0,253.0,263.0,363.0,4.5089112994552805,62.25,0.06248272802670946,4.321405737316281,59.25,0.08926288017342489,1.8703673394759706,24.0,0.15608162519025634
blueoakheadquarters,-26.0,-26.0,29.0,-3.0,181.0,2.0909,13.5333,blueoakheadquarters_GR_1000,GR,2023,1.0,139.0,139.0,342.0,45.0,111.0,138.0,153.0,27.0,110.0,142.0,161.0,4.785204608364634,65.5,0.10663317979320464,4.342486566059607,59.75,0.07462942320246367,0.6025291767543081,7.75,0.04895774818287943
sevmveblack27redinc,-41.0,-41.0,75.0,75.0,-49.0,1.1839,1.5143,sevmveblack27redinc_GR_1000,GR,2023,57.0,263.0,263.0,316.0,98.0,272.0,284.0,319.0,98.0,188.0,188.0,365.0,1.3912554091673326,18.5,0.06982683773876115,4.365234406879482,60.0,0.07952012116519669,4.138488268238261,56.5,0.10277398252397536
sevmveblack28ambinc,-41.0,-41.0,75.0,75.0,-49.0,0.8583,3.7857,sevmveblack28ambinc_GR_1000,GR,2023,57.0,263.0,263.0,316.0,98.0,338.0,338.0,352.0,98.0,188.0,188.0,365.0,4.125328447904956,56.75,0.07175701933352747,4.3672025231755525,60.0,0.08148823746126688,5.6933929755631825,78.25,0.10410726127746818
vallesmixedconifer,-22.0,-22.0,134.0,-77.0,7.0,1.2468,1.8764,vallesmixedconifer_EN_1000,EN,2023,1.0,198.0,198.0,365.0,27.0,185.0,253.0,342.0,23.0,64.0,275.0,358.0,2.2053099876897506,29.25,0.11602427340403602,4.400362663845269,60.0,0.11464837813098301,2.9718444985329637,40.75,0.06113021281867829
harvardbarn,113.0,113.0,-89.0,-21.0,-18.0,0.7143,1.0157,harvardbarn_EN_1000,EN,2023,115.0,150.0,218.0,347.0,73.0,122.0,231.0,358.0,2.0,239.0,239.0,365.0,1.7433269956855166,23.5,0.0647555671140881,4.405370904070175,60.25,0.10179947549874634,3.6937463335901533,50.75,0.06874633359015325
macleish,-3.0,-3.0,20.0,33.0,180.0,1.6176,2.963,macleish_DB_1000,DB,2023,106.0,161.0,203.0,363.0,102.0,136.0,140.0,194.0,109.0,141.0,170.0,183.0,4.816585629961975,65.25,0.15587134424768914,4.410898471554039,59.0,0.19661275726832453,0.9937655131087625,13.25,0.04733694168019111
sevmveblack30ambamb,-41.0,-41.0,90.0,90.0,34.0,9.8095,0.2154,sevmveblack30ambamb_GR_1000,GR,2023,57.0,263.0,263.0,316.0,98.0,119.0,119.0,365.0,98.0,173.0,173.0,282.0,6.886320718210665,94.5,0.13632071821066463,4.638889989669225,63.75,0.08531856109779541,3.5326729126676635,47.75,0.12195862695337806
segabluechute6,57.0,57.0,35.0,99.0,-67.0,1.3958,0.1759,segabluechute6_GR_1000,GR,2023,59.0,193.0,257.0,295.0,53.0,149.0,149.0,365.0,2.0,158.0,158.0,362.0,4.126053575649595,57.0,0.0546250042210241,4.674800380933279,64.5,0.0676575237904226,1.349600113706467,18.0,0.06388582799218119
segabluechute7,57.0,57.0,38.0,102.0,-70.0,1.2642,0.2054,segabluechute7_GR_1000,GR,2023,59.0,193.0,257.0,295.0,55.0,161.0,161.0,346.0,2.0,155.0,155.0,365.0,3.320658453652198,45.75,0.05280131079505504,4.841959637482294,66.75,0.0741024946251501,1.5563725769607817,21.0,0.05637257696078178
rosalia,67.0,67.0,-103.0,-93.0,-5.0,0.6199,0.7351,rosalia_EN_1000,EN,2023,69.0,175.0,224.0,360.0,2.0,173.0,180.0,365.0,2.0,278.0,317.0,365.0,2.1784910985099386,29.5,0.07134824136708129,4.94036300366946,67.0,0.1546487179551743,4.428910515504055,60.5,0.10748194407548338
WREF,-1.0,-1.0,-131.0,-104.0,-40.0,1.562,0.731,NEON.D16.WREF.DP1.00033_EN_1000,EN,2023,1.0,190.0,219.0,325.0,48.0,169.0,201.0,346.0,2.0,321.0,323.0,365.0,1.9804086375154013,26.75,0.06969435180111541,4.994634515035939,69.0,0.06606308646451,6.136919438881974,84.75,0.08334801031054519
jergrassland2,51.0,51.0,105.0,118.0,-2.0,0.7447,1.2468,jergrassland2_GR_1000,GR,2023,53.0,158.0,171.0,363.0,2.0,143.0,143.0,297.0,2.0,53.0,53.0,365.0,2.983547795431358,40.0,0.12640493828850047,5.036528592394018,69.0,0.10795716382258891,4.512732013770407,62.0,0.08416058519897797
archboldpnot,70.0,70.0,82.0,89.0,-47.0,1.1,0.4734,archboldpnot_AG_1000,AG,2023,90.0,211.0,220.0,318.0,27.0,137.0,158.0,365.0,20.0,129.0,131.0,365.0,4.451147971169495,61.5,0.05829082831235114,5.203334623223177,72.0,0.060477480366033856,0.8013686375012942,10.5,0.05136863750129418
bartlettir,111.0,111.0,-27.0,-144.0,-3.0,0.7879,1.1371,bartlettir_EN_3000,EN,2023,113.0,165.0,204.0,345.0,73.0,139.0,221.0,345.0,2.0,192.0,348.0,348.0,1.511249188312955,20.75,0.029106331170097904,5.258687833046556,71.25,0.16940211876084169,4.667707792889012,63.5,0.13199350717472647
ABBY,18.0,18.0,-116.0,-116.0,-46.0,1.1399,0.6974,NEON.D16.ABBY.DP1.00033_EN_1000,EN,2023,20.0,183.0,183.0,319.0,27.0,170.0,170.0,365.0,2.0,299.0,299.0,365.0,1.4645304729855206,19.75,0.053816187271234744,5.372340844615456,74.0,0.08662655890117098,5.119538314879065,70.75,0.06596688630763628
sevmveblack14redinc,-73.0,-73.0,111.0,111.0,6.0,1.2262,0.8281,sevmveblack14redinc_GR_1000,GR,2023,57.0,263.0,263.0,316.0,98.0,266.0,266.0,330.0,130.0,152.0,152.0,310.0,1.156343701283624,15.25,0.06705798699790971,5.4331974467481965,75.25,0.05819744674819654,5.137879960746631,70.0,0.1378799607466307
fairmiemingaut2,-142.0,-142.0,92.0,33.0,33.0,6.3158,0.0449,fairmiemingaut2_SH_1000,SH,2023,1.0,361.0,361.0,365.0,146.0,203.0,269.0,358.0,143.0,269.0,328.0,332.0,7.3491461824447635,100.5,0.17057475387333498,5.602102363716829,75.0,0.24495950657397195,2.8118951303090527,38.5,0.061895130309052644
sevmveblack29ambinc,-41.0,-41.0,111.0,111.0,-49.0,1.2716,0.5048,sevmveblack29ambinc_GR_1000,GR,2023,57.0,263.0,263.0,316.0,98.0,260.0,260.0,365.0,98.0,152.0,152.0,365.0,1.8397745046444665,24.0,0.12548879035875232,5.639397928186053,78.0,0.06796935675748234,3.9902183098101203,54.0,0.13307545266726326
witnesstree,113.0,113.0,-131.0,-64.0,9.0,1.4,1.3871,witnesstree_DB_1000,DB,2023,115.0,150.0,218.0,347.0,120.0,145.0,272.0,365.0,2.0,281.0,282.0,338.0,1.553292388679449,20.5,0.08900667439373479,5.723330795750163,79.25,0.06261651003587797,5.257962553646938,72.75,0.06153398221836692
SJER,-1.0,-1.0,59.0,67.0,-201.0,1.1212,0.1667,NEON.D17.SJER.DP1.00033_EN_2000,EN,2023,1.0,112.0,120.0,164.0,2.0,101.0,101.0,365.0,2.0,53.0,53.0,365.0,4.249921184052674,58.0,0.10706404119553126,5.9603007355946485,82.0,0.10315787845179163,1.8079198800452108,24.0,0.09363416575949657
sevmvecreo9ambamb,-111.0,-111.0,78.0,83.0,-60.0,22.5,0.7234,sevmvecreo9ambamb_SH_1000,SH,2023,41.0,266.0,271.0,305.0,219.0,229.0,257.0,304.0,152.0,188.0,188.0,365.0,4.165883890951154,57.5,0.05874103380829677,5.993908148883171,83.0,0.06533672031174166,4.33109142174758,59.5,0.0810914217475802
sevmvecreo2redinc,-113.0,-113.0,78.0,83.0,-60.0,2.6786,0.5312,sevmvecreo2redinc_SH_1000,SH,2023,41.0,266.0,271.0,305.0,152.0,236.0,249.0,313.0,154.0,188.0,188.0,365.0,3.1404308954890054,42.75,0.08685946691757686,6.0176643274477355,83.5,0.0533786131620214,3.0142325901397355,40.75,0.10351830442544997
JORN,58.0,58.0,105.0,141.0,-26.0,0.363,1.5591,NEON.D14.JORN.DP1.00033_GR_1000,GR,2023,60.0,158.0,194.0,339.0,2.0,272.0,272.0,365.0,2.0,53.0,53.0,365.0,5.13379373776908,69.0,0.20522230919765166,6.019614845422233,82.5,0.12675770256508986,7.972290447659779,109.5,0.15086187623120711
ONAQ,79.0,79.0,115.0,176.0,0.0,1.0909,3.2708,NEON.D15.ONAQ.DP1.00033_SH_1001,SH,2023,85.0,145.0,208.0,365.0,90.0,145.0,242.0,290.0,6.0,30.0,32.0,365.0,2.11086633702964,28.5,0.07515205131535425,6.722112272995124,92.5,0.11496941585226773,8.777498088002918,121.0,0.13464094514577676
ibp,10.0,10.0,165.0,171.0,-47.0,1.4397,0.5949,ibp_XX_1000,XX,2023,15.0,218.0,224.0,318.0,5.0,146.0,184.0,342.0,5.0,53.0,53.0,365.0,2.68721511786128,36.5,0.08007226071842291,7.114669297455981,98.25,0.09681215459883719,4.520506437011995,61.75,0.10979215129770944
ibp,10.0,10.0,165.0,171.0,-47.0,2.7808,0.4845,ibp_GR_1000,GR,2023,15.0,218.0,224.0,318.0,73.0,146.0,167.0,361.0,5.0,53.0,53.0,365.0,4.212048606280574,57.5,0.10490574913771739,7.117092767853983,98.25,0.09923562499683891,5.112221866604955,69.75,0.1300790094620983
fairmiemingaut2,-147.0,-147.0,194.0,33.0,32.0,5.0,0.0377,fairmiemingaut2_SH_1001,SH,2023,1.0,361.0,361.0,365.0,143.0,215.0,259.0,365.0,148.0,167.0,328.0,333.0,7.155696681069821,97.5,0.1914109667841065,7.474032639536133,101.5,0.22403263953613234,2.8033084839683635,38.5,0.05330848396836374
